"Plate name 96",96," 384 plate","Row 384","Column 384","1536 plate","1536 row","1536 column",Comment,MutantID,"PA14 Genomic Position","PA14 Genome BLASTN Bit Score","Unambiguous Insertion Location?","""Active"" Gene Locus","""Active"" GeneID","Tn insertion position within ""Active"" Gene (bp)","""Active"" Gene Length (bp)","PAO1 ortholog of ""Active"" gene","""Active"" Gene Name","""Active"" Gene Description","All predicted Gene Locus Names (Intragenic Position/Gene Length), ('*' indicates ""Active"" gene)","All Predicted GeneIDs","PAO1 Orthologs","PA14 NR Set Comments",,,,,
PAMr_nr_mas_08_1,E9,8,9,17,2,18,34,,37830,484464,668,Y,PA14_05480,GID807,1304,1491,PA0421,,"hypothetical protein","""""""PA14_05480(1304/1491)""","""PA14_05490*(245/1542)""""""","""""""GID807""","""GID7129""""""",PA0421,,,,"COG1231|Monoamine oxidase [Amino acid transport and metabolism]"
PAMr_nr_mas_08_1,E10,8,9,19,2,18,38,,37831,1139898,611,Y,PA14_13250,GID4420,344,453,PA3916,moaE,"molybdopterin converting factor, large subunit","""large subunit""""""",PA14_13250(344/453),GID4420,PA3916,,,,,"COG0314|Molybdopterin converting factor, large subunit [Coenzyme metabolism]"
PAMr_nr_mas_08_1,E11,8,9,21,2,18,42,,37844,4607364,1334,Y,PA14_51880,GID1120,1145,1332,PA0958,oprD,"basic amino acid, basic peptide and imipenem outer membrane porin OprD precursor","""basic peptide and imipenem outer membrane porin OprD precursor""""""","""""""PA14_51880(1145/1332)""","""PA14_51870*(110/1308)""""""","""""""GID1120""","""GID5581""""""",PA0958,,,
PAMr_nr_mas_08_1,E12,8,9,23,2,18,46,,37847,2911681,579,Y,PA14_33270,GID3134,421,765,PA2425,pvdG,"protein PvdG",PA14_33270(421/765),GID3134,PA2425,,,,,,"COG3208|Predicted thioesterase involved in non-ribosomal peptide biosynthesis [Secondary metabolites biosynthesis, transport, and catabolism]"
PAMr_nr_mas_08_1,F1,8,11,1,2,22,2,,37856,4005198,904,Y,PA14_44920,GID1807,179,1143,PA1509,,"hypothetical protein",PA14_44920(179/1143),GID1807,PA1509,,,,,,
PAMr_nr_mas_08_1,F2,8,11,3,2,22,6,,37863,5293817,137,Y,PA14_59490,GID5225,13,276,,,"hypothetical protein",PA14_59490(13/276),GID5225,,,,,,,
PAMr_nr_mas_08_1,F3,8,11,5,2,22,10,,37864,2439167,706,Y,PA14_28170,GID2359,898,957,PA2777,,"formate/nitrate transporter","""formate/nitrite transporter family""""""","""""""PA14_28170(898/957)""","""PA14_28160*(36/1620)""""""","""""""GID2359""","""GID6164""""""",PA2777,,,"COG2116|Formate/nitrite family of transporters [Inorganic ion transport and metabolism]"
PAMr_nr_mas_08_1,F4,8,11,7,2,22,14,,37866,5464486,902,Y,PA14_61200,GID6721,369,5985,PA4625,,"hypothetical protein",PA14_61200(369/5985),GID6721,PA4625,,,,,,"COG3210|Large exoproteins involved in heme utilization or adhesion [Intracellular trafficking and secretion]"
PAMr_nr_mas_08_1,F5,8,11,9,2,22,18,,37873,5585413,745,Y,PA14_62600,GID4821,278,381,PA4731,panD,"aspartate alpha-decarboxylase",PA14_62600(278/381),GID4821,PA4731,,,,,,"COG0853|Aspartate 1-decarboxylase [Coenzyme metabolism]"
PAMr_nr_mas_08_1,F6,8,11,11,2,22,22,,37875,4832489,248,Y,PA14_54500,GID1119,393,1383,PA0757,,"two-component sensor",PA14_54500(393/1383),GID1119,PA0757,,,,,,"COG3852|Signal transduction histidine kinase, nitrogen specific [Signal transduction mechanisms]"
PAMr_nr_mas_08_1,F7,8,11,13,2,22,26,,37901,5652171,583,Y,PA14_63330,GID2377,12,936,PA4792,,glycerolphosphodiesterase,PA14_63330(12/936),GID2377,PA4792,,,,,,"COG0584|Glycerophosphoryl diester phosphodiesterase [Energy production and conversion]"
PAMr_nr_mas_08_1,F8,8,11,15,2,22,30,,37909,2045425,387,Y,PA14_23500,GID1561,116,1197,PA3139,tyrB,"aromatic amino acid aminotransferase",PA14_23500(116/1197),GID1561,PA3139,,,,,,"COG1167|Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs [Transcription / Amino acid transport and metabolism]"
PAMr_nr_mas_08_1,F9,8,11,17,2,22,34,,37913,2076867,464,Y,PA14_23880,GID1306,1270,1290,PA3111,folC,"folylpolyglutamate synthetase","""""""PA14_23880(1270/1290)""","""PA14_23870*(375/1668)""""""","""""""GID1306""","""GID6260""""""",PA3111,,,,"COG0769|UDP-N-acetylmuramyl tripeptide synthase [Cell envelope biogenesis, outer membrane]"
PAMr_nr_mas_08_1,F10,8,11,19,2,22,38,,37917,14327,807,Y,PA14_00120,GID2503,92,888,PA0011,,"lipid A biosynthesis lauroyl acyltransferase",PA14_00120(92/888),GID2503,PA0011,,,,,,"COG1560|Lauroyl/myristoyl acyltransferase [Cell envelope biogenesis, outer membrane]"
PAMr_nr_mas_08_1,F11,8,11,21,2,22,42,,37919,3679819,1338,Y,PA14_41230,GID1325,44,1281,PA1802,clpX,"ATP-dependent protease ATP-binding subunit ClpX",PA14_41230(44/1281),GID1325,PA1802,,,,,,"COG0464|ATPases of the AAA+ class [Posttranslational modification, protein turnover, chaperones]"
PAMr_nr_mas_08_1,F12,8,11,23,2,22,46,,37924,3110527,1009,Y,PA14_34960,GID905,184,1359,PA2291,oprB,"glucose-sensitive porin","""""""PA14_34960(184/1359)""","""PA14_34950*(1347/1671)""""""","""""""GID905""","""GID5963""""""",PA2291,,,,"COG3659|Carbohydrate-selective porin [Cell envelope biogenesis, outer membrane]"
PAMr_nr_mas_08_1,G1,8,13,1,2,26,2,,37928,2452391,515,Y,PA14_28390,GID4591,122,417,PA2761,,"hypothetical protein",PA14_28390(122/417),GID4591,PA2761,,,,,,
PAMr_nr_mas_08_1,G2,8,13,3,2,26,6,,37929,2690333,741,Y,PA14_30960,GID6093,153,2001,,,"conjugal transfer coupling protein TraG",PA14_30960(153/2001),GID6093,,,,,,,"COG3505|Type IV secretory pathway, VirD4 components [Intracellular trafficking and secretion]"
PAMr_nr_mas_08_1,G3,8,13,5,2,26,10,,37930,2511672,892,Y,PA14_29050,GID203,2258,2310,PA2714,,"molybdopterin oxidoreductase",PA14_29050(2258/2310),GID203,PA2714,,,,,,"COG1029|Formylmethanofuran dehydrogenase subunit B [Energy production and conversion]"
PAMr_nr_mas_08_1,G4,8,13,7,2,26,14,,37931,1433611,765,Y,PA14_16740,GID2988,379,825,PA3682,,"hypothetical protein",PA14_16740(379/825),GID2988,PA3682,,,,,,"COG2513|PEP phosphonomutase and related enzymes [Carbohydrate transport and metabolism]"
PAMr_nr_mas_08_1,G5,8,13,9,2,26,18,,37932,158152,1328,Y,PA14_01720,GID734,1281,1566,PA0140,ahpF,"alkyl hydroperoxide reductase","""""""PA14_01720(1281/1566)""","""PA14_01700*(259/2346)""""""","""""""GID734""","""GID7027""""""",PA0140,,,,"COG3634|Alkyl hydroperoxide reductase, large subunit [Posttranslational modification, protein turnover, chaperones]"
PAMr_nr_mas_08_1,G6,8,13,11,2,26,22,,37937,1639744,700,Y,EMPTY,,,,,,,PA14_18980*(346/1113),GID6362,,,,,,,
PAMr_nr_mas_08_1,G7,8,13,13,2,26,26,,37943,1651113,450,Y,PA14_19120,GID3229,124,726,PA3477,rhlR,"transcriptional regulator RhlR",PA14_19120(124/726),GID3229,PA3477,,,,,,"COG2909|ATP-dependent transcriptional regulator [Transcription]"
PAMr_nr_mas_08_1,G8,8,13,15,2,26,30,,37945,3870843,280,Y,PA14_43440,GID3133,785,786,PA1629,,"enoyl-CoA hydratase","""""""PA14_43440(785/786)""","""PA14_43450*(429/1875)""""""","""""""GID3133""","""GID5749""""""",PA1629,,,,"COG0447|Dihydroxynaphthoic acid synthase [Coenzyme metabolism]"
PAMr_nr_mas_08_1,G9,8,13,17,2,26,34,,37949,2073921,611,Y,PA14_23850,GID3736,97,636,PA3113,trpF,"N-(5'-phosphoribosyl)anthranilate isomerase",PA14_23850(97/636),GID3736,PA3113,,,,,,"COG0135|Phosphoribosylanthranilate isomerase [Amino acid transport and metabolism]"
PAMr_nr_mas_08_1,G10,8,13,19,2,26,38,,37952,396545,139,Y,PA14_04430,GID3147,420,756,PA0339,,"hypothetical protein",PA14_04430(420/756),GID3147,PA0339,,,,,,"COG3332|Uncharacterized conserved protein [Function unknown]"
PAMr_nr_mas_08_1,G11,8,13,21,2,26,42,,37956,4390004,1382,Y,PA14_49390,GID2927,284,804,PA1161,rrmA,"rRNA methyltransferase",PA14_49390(284/804),GID2927,PA1161,,,,,,
PAMr_nr_mas_08_1,G12,8,13,23,2,26,46,,37959,605578,188,Y,PA14_06980,GID2048,667,1026,PA0536,,"hypothetical protein",PA14_06980(667/1026),GID2048,PA0536,,,,,,"COG1512|Beta-propeller domains of methanol dehydrogenase type [General function prediction only]"
PAMr_nr_mas_08_1,H1,8,15,1,2,30,2,,37962,2692350,553,Y,PA14_30980,GID6091,83,306,,,"hypothetical protein",PA14_30980(83/306),GID6091,,,,,,,
PAMr_nr_mas_08_1,H2,8,15,3,2,30,6,,37963,5240962,839,Y,PA14_58840,GID3677,17,630,PA4535,,"hypothetical protein",PA14_58840(17/630),GID3677,PA4535,,,,,,
PAMr_nr_mas_08_1,H3,8,15,5,2,30,10,,37964,3215919,515,Y,PA14_36090,GID1363,695,1251,PA2213,,porin,PA14_36090(695/1251),GID1363,PA2213,,,,,,
PAMr_nr_mas_08_1,H4,8,15,7,2,30,14,,37968,6128394,163,Y,PA14_68720,GID4827,249,390,PA5202,,"hypothetical protein",PA14_68720(249/390),GID4827,PA5202,,,,,,"COG2050|HGG motif-containing thioesterase, possibly involved in aromatic compounds catabolism [Secondary metabolites biosynthesis,    transport, and catabolism]"
PAMr_nr_mas_08_1,H5,8,15,9,2,30,18,,37976,3755075,591,Y,PA14_42090,GID1539,750,1206,PA1736,,"acetyl-CoA acetyltransferase",PA14_42090(750/1206),GID1539,PA1736,,,,,,"COG0183|Acetyl-CoA acetyltransferase [Lipid metabolism]"
PAMr_nr_mas_08_1,H6,8,15,11,2,30,22,,37984,6062443,377,Y,PA14_67900,GID5482,166,261,,,"hypothetical protein",PA14_67900(166/261),GID5482,,,,,,,"COG5460|Uncharacterized conserved protein [Function unknown]"
PAMr_nr_mas_08_1,H7,8,15,13,2,30,26,,37985,2882571,1053,Y,PA14_32940,GID747,1441,1536,PA2449,,"transcriptional regulator","""""""PA14_32940(1441/1536)""","""PA14_32920*(45/2649)""""""","""""""GID747""","""GID6014""""""",PA2449,,,,"COG0714|MoxR-like ATPases [General function prediction only]"
PAMr_nr_mas_08_1,H8,8,15,15,2,30,30,,37990,5075697,1356,Y,EMPTY,,,,,,,"""""""PA14_56940(7/1281)""","""PA14_56950(680/684)""""""","""""""GID1328""","""GID3504""""""","""""""PA4380""","""PA4381""""""",,,
PAMr_nr_mas_08_1,H9,8,15,17,2,30,34,,37997,4643588,795,Y,PA14_52310,GID1922,20,1050,PA0923,dinP,"DNA polymerase IV",PA14_52310(20/1050),GID1922,PA0923,,,,,,"COG0389|Nucleotidyltransferase/DNA polymerase involved in DNA repair [DNA replication, recombination, and repair]"
PAMr_nr_mas_08_1,H10,8,15,19,2,30,38,,38000,1310205,176,Y,PA14_15460,GID6449,184,1686,,merA,"mercuric reductase",PA14_15460(184/1686),GID6449,,,,,,,"COG1249|Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes [Energy production and conversion]"
PAMr_nr_mas_08_1,H11,8,15,21,2,30,42,,38010,3643064,188,Y,PA14_40830,GID2182,102,993,PA1833,,oxidoreductase,"""zinc-containing""""""",PA14_40830(102/993),GID2182,PA1833,,,,,"COG2130|Putative NADP-dependent oxidoreductases [General function prediction only]"
PAMr_nr_mas_08_1,H12,8,15,23,2,30,46,,38013,2524727,69.9,Y,PA14_29200,GID4368,342,477,PA2702,,"hypothetical protein",PA14_29200(342/477),GID4368,PA2702,,,,,,
PAMr_nr_mas_08_2,A1,8,1,2,2,2,4,,38014,2146224,250,Y,PA14_24550,GID711,1457,1524,PA3059,pelF,"hypothetical protein","""""""PA14_24550(1457/1524)""","""PA14_24540*(71/1614)""""""","""""""GID711""","""GID6244""""""",PA3059,,,,"COG0438|Glycosyltransferase [Cell envelope biogenesis, outer membrane]"
PAMr_nr_mas_08_2,A2,8,1,4,2,2,8,,38019,5038123,174,Y,EMPTY,,,,,,,"""""""PA14_56490*(968/1314)""","""PA14_56500*(438/1560)""""""","""""""GID6641""","""GID6642""""""",,,,,
PAMr_nr_mas_08_2,A3,8,1,6,2,2,12,,38036,6422541,391,Y,PA14_72040,GID1686,443,1143,PA5458,,acyltransferase,PA14_72040(443/1143),GID1686,PA5458,,,,,,"COG1835|Predicted acyltransferases [Lipid metabolism]"
PAMr_nr_mas_08_2,A4,8,1,8,2,2,16,,38046,4555700,246,Y,PA14_51260,GID1484,85,1191,PA1011,,"hypothetical protein",PA14_51260(85/1191),GID1484,PA1011,,,,,,"COG3317|Uncharacterized lipoprotein [Cell envelope biogenesis, outer membrane]"
PAMr_nr_mas_08_2,A5,8,1,10,2,2,20,,38047,4008866,468,Y,PA14_44960,GID5023,42,330,PA1506,,"hypothetical protein",PA14_44960(42/330),GID5023,PA1506,,,,,,"COG0394|Protein-tyrosine-phosphatase [Signal transduction mechanisms]"
PAMr_nr_mas_08_2,A6,8,1,12,2,2,24,,38059,6410693,1271,Y,PA14_71920,GID1631,469,1128,PA5448,wbpY,"glycosyltransferase WbpY",PA14_71920(469/1128),GID1631,PA5448,,,,,,"COG0297|Glycogen synthase [Carbohydrate transport and metabolism]"
PAMr_nr_mas_08_2,A7,8,1,14,2,2,28,,38071,3389182,545,Y,PA14_37980,GID2372,23,954,PA2051,,"Fe2+-dicitrate sensor, membrane protein","""membrane component""""""",PA14_37980(23/954),GID2372,PA2051,,,,,"COG3712|Fe2+-dicitrate sensor, membrane component [Inorganic ion transport and metabolism / Signal transduction mechanisms]"
PAMr_nr_mas_08_2,A8,8,1,16,2,2,32,,38075,3772518,898,Y,PA14_42340,GID1303,985,1299,PA1717,pscD,"type III export protein PscD","""""""PA14_42340(985/1299)""","""PA14_42330*(321/1407)""""""","""""""GID1303""","""GID5769""""""",PA1717,,,,
PAMr_nr_mas_08_2,A9,8,1,18,2,2,36,,38076,4050549,1296,Y,PA14_45510,GID2607,515,891,PA1463,,"CheW domain-containing protein","""""""PA14_45510(515/891)""","""PA14_45490*(1025/1674)""""""","""""""GID2607""","""GID5708""""""",PA1463,,,,
PAMr_nr_mas_08_2,A10,8,1,20,2,2,40,,38090,506631,1185,Y,PA14_05700,GID1428,19,1251,PA0438,codB,"cytosine permease","""""""PA14_05700(19/1251)""",PA14_05710*(1224/1470),"""PA14_05720*(1824/1875)""""""","""""""GID1428""",GID7134,"""GID7136""""""",PA0438,,"COG1457|Purine-cytosine permease and related proteins [Nucleotide transport and metabolism]"
PAMr_nr_mas_08_2,A11,8,1,22,2,2,44,,38100,2328309,309,Y,PA14_26720,GID651,460,1617,PA2888,,"biotin-dependent carboxylase","""""""PA14_26720(460/1617)""","""PA14_26710*(1164/1710)""""""","""""""GID651""","""GID6197""""""",PA2888,,,,"COG4799|Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta) [Lipid metabolism]"
PAMr_nr_mas_08_2,A12,8,1,24,2,2,48,,38112,5301607,1429,Y,PA14_59570,GID4970,118,336,,,transposase,PA14_59570(118/336),GID4970,,,,,,,"COG3436|Transposase and inactivated derivatives [DNA replication, recombination, and repair]"
PAMr_nr_mas_08_2,B1,8,3,2,2,6,4,,38129,1208812,525,Y,PA14_14110,GID3323,15,717,PA3857,pcs,"phosphatidylserine synthase",PA14_14110(15/717),GID3323,PA3857,,,,,,"COG1183|Phosphatidylserine synthase [Lipid metabolism]"
PAMr_nr_mas_08_2,B2,8,3,4,2,6,8,,38131,3467950,137,Y,PA14_38900,GID3671,367,678,PA1980,,"two-component response regulator","""""""PA14_38900(367/678)""","""PA14_38890*(342/1092)""""""","""""""GID3671""","""GID5853""""""",PA1980,,,,"COG2909|ATP-dependent transcriptional regulator [Transcription]"
PAMr_nr_mas_08_2,B3,8,3,6,2,6,12,,38150,5515389,783,Y,PA14_61850,GID237,270,2229,PA4675,,"TonB-dependent receptor",PA14_61850(270/2229),GID237,PA4675,,,,,,"COG4773|Outer membrane receptor for ferric coprogen and ferric-rhodotorulic acid [Inorganic ion transport and metabolism]"
PAMr_nr_mas_08_2,B4,8,3,8,2,6,16,,38166,1154134,856,Y,PA14_13420,GID4390,231,462,PA3902,,"hypothetical protein",PA14_13420(231/462),GID4390,PA3902,,,,,,
PAMr_nr_mas_08_2,B5,8,3,10,2,6,20,,38179,4655354,797,Y,PA14_52460,GID924,165,1449,PA0913,mgtE,"Mg transporter MgtE","""""""PA14_52460(165/1449)""","""PA14_52450*(1297/1413)""""""","""""""GID924""","""GID5569""""""",PA0913,,,,"COG2524|Predicted transcriptional regulator, contains C-terminal CBS domains [Transcription]"
PAMr_nr_mas_08_2,B6,8,3,12,2,6,24,,38189,5356009,517,Y,PA14_60130,GID383,186,1920,,,"hypothetical protein",PA14_60130(186/1920),GID383,,,,,,,
PAMr_nr_mas_08_2,B7,8,3,14,2,6,28,,38192,4000107,1405,Y,PA14_44890,GID4107,18,519,PA5267,hcpA,"secreted protein Hcp",PA14_44890(18/519),GID4107,PA5267,,,,,,"COG3157|Type VI protein secretion system component Hcp (secreted cytotoxin) [Intracellular trafficking, secretion,    and vesicular transport]"
PAMr_nr_mas_08_2,B8,8,3,16,2,6,32,,38197,5142762,722,Y,PA14_57740,GID3110,547,759,PA4445,,"hypothetical protein","""""""PA14_57740(547/759)""","""PA14_57750*(183/771)""""""","""""""GID3110""","""GID6666""""""",PA4445,,,,"COG0327|Uncharacterized conserved protein [Function unknown]"
PAMr_nr_mas_08_2,B9,8,3,18,2,6,36,,38208,2466496,753,Y,PA14_28630,GID2713,391,864,PA2745,,hydrolase,PA14_28630(391/864),GID2713,PA2745,,,,,,"COG0596|Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily) [General function prediction only]"
PAMr_nr_mas_08_2,B10,8,3,20,2,6,40,,38215,1515693,285,Y,PA14_17630,GID2469,142,894,PA3608,potB,"polyamine transport protein PotB",PA14_17630(142/894),GID2469,PA3608,,,,,,"COG0395|ABC-type sugar transport system, permease component [Carbohydrate transport and metabolism]"
PAMr_nr_mas_08_2,B11,8,3,22,2,6,44,,38230,4494282,327,Y,PA14_50570,GID206,63,2295,PA1069,,"hypothetical protein",PA14_50570(63/2295),GID206,PA1069,,,,,,
PAMr_nr_mas_08_2,B12,8,3,24,2,6,48,,38239,774761,674,Y,PA14_09160,GID4421,73,465,PA4235,bfrA,bacterioferritin,PA14_09160(73/465),GID4421,PA4235,,,,,,"COG2193|Bacterioferritin (cytochrome b1) [Inorganic ion transport and metabolism]"
PAMr_nr_mas_08_2,C1,8,5,2,2,10,4,,38242,365095,396,Y,PA14_04050,GID3336,61,699,PA0310,,"proline hydroxylase",PA14_04050(61/699),GID3336,PA0310,,,,,,"COG3751|Predicted proline hydroxylase [Posttranslational modification, protein turnover, chaperones]"
PAMr_nr_mas_08_2,C2,8,5,4,2,10,8,,38249,6349250,161,Y,PA14_71260,GID291,454,2061,PA5398,,"FMN oxidoreductase","""FMN-binding""""""","""""""PA14_71260(454/2061)""","""PA14_71270*(1755/2025)""""""","""""""GID291""","""GID6942""""""",PA5398,,,"COG0446|Uncharacterized NAD(FAD)-dependent dehydrogenases [General function prediction only]"
PAMr_nr_mas_08_2,C3,8,5,6,2,10,12,,38258,1222745,329,Y,PA14_14330,GID4937,80,351,PA3842,PA3842,chaperone,PA14_14330(80/351),GID4937,PA3842,,,,,,
PAMr_nr_mas_08_2,C4,8,5,8,2,10,16,,38261,5873669,206,Y,PA14_65940,GID374,1124,1947,PA4986,,oxidoreductase,"""""""PA14_65940(1124/1947)""","""PA14_65930*(476/1701)""""""","""""""GID374""","""GID6826""""""",PA4986,,,,"COG0446|Uncharacterized NAD(FAD)-dependent dehydrogenases [General function prediction only]"
PAMr_nr_mas_08_2,C5,8,5,10,2,10,20,,38273,5685669,963,Y,PA14_63780,GID2999,287,777,PA4824,,"hypothetical protein",PA14_63780(287/777),GID2999,PA4824,,,,,,
PAMr_nr_mas_08_2,C6,8,5,12,2,10,24,,38290,374339,426,Y,PA14_04180,GID4983,188,351,PA0320,,"hypothetical protein","""""""PA14_04180(188/351)""","""PA14_04170*(1433/1626)""""""","""""""GID4983""","""GID7099""""""",PA0320,,,,"COG3111|Periplasmic protein with OB-fold [Function unknown]"
PAMr_nr_mas_08_2,C7,8,5,14,2,10,28,,38302,4787294,710,Y,PA14_53980,GID1517,38,1188,PA0793,,"hypothetical protein",PA14_53980(38/1188),GID1517,PA0793,,,,,,"COG2828|Uncharacterized protein conserved in bacteria [Function unknown]"
PAMr_nr_mas_08_2,C8,8,5,16,2,10,32,,38303,918753,821,Y,PA14_10660,GID2454,245,912,PA4120,,"transcriptional regulator",PA14_10660(245/912),GID2454,PA4120,,,,,,"COG2207|AraC-type DNA-binding domain-containing proteins [Transcription]"
PAMr_nr_mas_08_2,C9,8,5,18,2,10,36,,38305,416738,274,Y,PA14_04680,GID3831,558,579,PA0358,,"hypothetical protein",PA14_04680(558/579),GID3831,PA0358,,,,,,"COG0204|1-acyl-sn-glycerol-3-phosphate acyltransferase [Lipid metabolism]"
PAMr_nr_mas_08_2,C10,8,5,20,2,10,40,,38312,2371481,1400,Y,PA14_27330,GID1048,261,1347,PA2843,,"phospho-2-dehydro-3-deoxyheptonate aldolase","""""""PA14_27330(261/1347)""","""PA14_27320*(1273/1683)""""""","""""""GID1048""","""GID6181""""""",PA2843,,,,"COG3200|3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase [Amino acid transport and metabolism]"
PAMr_nr_mas_08_2,C11,8,5,22,2,10,44,,38314,3968725,726,Y,PA14_44580,GID3943,107,540,PA1536,,"hypothetical protein",PA14_44580(107/540),GID3943,PA1536,,,,,,"COG3196|Uncharacterized protein conserved in bacteria [Function unknown]"
PAMr_nr_mas_08_2,C12,8,5,24,2,10,48,,38317,3909070,343,Y,PA14_43910,GID3139,435,765,PA1591,,"hypothetical protein",PA14_43910(435/765),GID3139,PA1591,,,,,,"COG3821|Predicted membrane protein [Function unknown]"
PAMr_nr_mas_08_2,D1,8,7,2,2,14,4,,38319,2018848,676,Y,PA14_23280,GID1777,157,1098,PA3166,pheA,"chorismate mutase",PA14_23280(157/1098),GID1777,PA3166,,,,,,"COG1605|Chorismate mutase [Amino acid transport and metabolism]"
PAMr_nr_mas_08_2,D2,8,7,4,2,14,8,,38326,3691746,1082,Y,PA14_41390,GID4264,15,498,PA1793,ppiB,"peptidyl-prolyl cis-trans isomerase B",PA14_41390(15/498),GID4264,PA1793,,,,,,"COG0652|Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family [Posttranslational modification, protein turnover, chaperones]"
PAMr_nr_mas_08_2,D3,8,7,6,2,14,12,,38331,27611,593,Y,EMPTY,,,,,,,PA14_00270*(9/1959),GID6991,,,,,,,
PAMr_nr_mas_08_2,D4,8,7,8,2,14,16,,38342,6356176,258,Y,PA14_71340,GID4656,157,405,PA5404,,"hypothetical protein",PA14_71340(157/405),GID4656,PA5404,,,,,,
PAMr_nr_mas_08_2,D5,8,7,10,2,14,20,,38353,740140,1068,Y,PA14_08640,GID3453,46,705,PA4278,,"hypothetical protein",PA14_08640(46/705),GID3453,PA4278,,,,,,
PAMr_nr_mas_08_2,D6,8,7,12,2,14,24,,38363,520239,450,Y,PA14_05870,GID665,291,1623,PA0450,,"phosphate transporter",PA14_05870(291/1623),GID665,PA0450,,,,,,"COG0306|Phosphate/sulphate permeases [Inorganic ion transport and metabolism]"
PAMr_nr_mas_08_2,D7,8,7,14,2,14,28,,38366,1984907,904,Y,PA14_22870,GID4194,227,531,PA3196,,"hypothetical protein","""""""PA14_22870(227/531)""","""PA14_22850*(119/1524)""""""","""""""GID4194""","""GID6283""""""",PA3196,,,,
PAMr_nr_mas_08_2,D8,8,7,16,2,14,32,,38368,5931868,981,Y,PA14_66510,GID1249,110,1317,PA5030,,"MFS transporter","""""""PA14_66510(110/1317)""","""PA14_66500*(204/1815)""""""","""""""GID1249""","""GID6837""""""",PA5030,,,,"COG2814|Arabinose efflux permease [Carbohydrate transport and metabolism]"
PAMr_nr_mas_08_2,D9,8,7,18,2,14,36,,38371,1071018,900,Y,EMPTY,,,,,,,"""""""PA14_12420(1739/1746)""","""PA14_12430(565/1263)""""""","""""""GID6538""","""GID6537""""""",,,,,
PAMr_nr_mas_08_2,D10,8,7,20,2,14,40,,38372,2043947,1178,Y,PA14_23480,GID5095,150,330,PA3140,,"hypothetical protein",PA14_23480(150/330),GID5095,PA3140,,,,,,"COG2183|Transcriptional accessory protein [Transcription]"
PAMr_nr_mas_08_2,D11,8,7,22,2,14,44,,38376,467508,1471,Y,PA14_05360,GID407,1641,2049,PA0411,pilJ,"twitching motility protein PilJ","""""""PA14_05360(1641/2049)""","""PA14_05350*(250/1968)""""""","""""""GID407""","""GID7126""""""",PA0411,,,,"COG0840|Methyl-accepting chemotaxis protein [Cell motility and secretion / Signal transduction mechanisms]"
